transaction_date,transaction_year,ticker,asset_description,type,amount_low,amount_high,amount_avg,representative,district,state,cap_gains_over_200_usd,industry,sector,party,ticker_price,qqq_price
10/19/21,2021,AAPL,Apple Inc,purchase,50001,100000,75001,Thomas Suozzi,NY03,NY,FALSE,Computer Manufacturing,Technology,Democrat,148.76,375.470001
10/19/21,2021,SQ,Square Inc Class A,purchase,50001,100000,75001,Thomas Suozzi,NY03,NY,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,148.76,375.470001
10/19/21,2021,MTCH,Match Group Inc,purchase,1001,15000,8001,Kathy Manning,NC06,NC,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,148.76,375.470001
10/19/21,2021,INTU,Intuit Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,148.76,375.470001
10/19/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,148.76,375.470001
10/13/21,2021,AFRM,Affirm Holdings Inc - Class A,purchase,15001,50000,32501,Thomas Suozzi,NY03,NY,FALSE,EDP Services,Technology,Democrat,146.13,360
10/12/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,90.24,357.140015
10/12/21,2021,AFRM,Affirm Holdings Inc - Class A,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,90.24,357.140015
10/5/21,2021,AMD,Advanced Micro Devices Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,101.81,357.380005
10/5/21,2021,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,101.81,357.380005
10/4/21,2021,SQ,Square Inc Class A,purchase,100001,250000,175001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,226.25,352.619995
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,100001,250000,175001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,15001,50000,32501,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,1001,15000,8001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,1001,15000,8001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,1001,15000,8001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
10/1/21,2021,CRWD,Crowdstrike Holdings Inc Class A,purchase,1001,15000,8001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,249.27,360.179993
9/30/21,2021,AMAT,Applied Materials Inc,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Semiconductors,Technology,Democrat,128.73,357.959991
9/30/21,2021,ASML,ASML Holding NV - New York Registry Shares,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,128.73,357.959991
9/30/21,2021,CSCO,Cisco System Inc,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Computer Communications Equipment,Technology,Democrat,128.73,357.959991
9/30/21,2021,QCOM,QUALCOMM Incorporated,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,128.73,357.959991
9/29/21,2021,INTU,Intuit Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,546.93,359.279999
9/28/21,2021,GOOG,Alphabet Inc - Class C Capital Stock,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,2723.68,359.869995
9/27/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,93.86,370.350006
9/27/21,2021,CARG,CarGurus Inc Class A,purchase,1001,15000,8001,Lois Frankel,FL21,FL,FALSE,Interactive Media,Technology,Democrat,93.86,370.350006
9/24/21,2021,FOUR,Shift4 Payments Inc Class A,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,86.82,373.329987
9/23/21,2021,COIN,Coinbase Global Inc - Class A,purchase,1001,15000,8001,Ed Perlmutter,CO07,CO,FALSE,EDP Services,Technology,Democrat,237.5,372.980011
9/20/21,2021,CDNS,Cadence Design Systems Inc,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,160.93,365.700012
9/16/21,2021,AVGO,BroadCom Inc,purchase,15001,50000,32501,David B. McKinley,WV01,WV,FALSE,Semiconductors,Technology,Republican,507.35,378.309998
9/16/21,2021,AVGO,BroadCom Inc,purchase,15001,50000,32501,David B. McKinley,WV01,WV,FALSE,Semiconductors,Technology,Republican,507.35,378.309998
9/14/21,2021,COIN,Coinbase Global Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,EDP Services,Technology,Democrat,243,375.26001
9/13/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,91.75,376.329987
9/13/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,91.75,376.329987
9/13/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,91.75,376.329987
9/13/21,2021,MSFT,Microsoft Inc,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,91.75,376.329987
9/13/21,2021,MDB,MongoDB Inc - Class A,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Retail: Computer Software & Peripheral Equipment,Technology,Democrat,91.75,376.329987
9/13/21,2021,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Lloyd Doggett,TX35,TX,FALSE,Computer Manufacturing,Technology,Democrat,91.75,376.329987
9/10/21,2021,VMW,VMWare Inc Note - 1.4% maturity at 08/15/2026,purchase,15001,50000,32501,Alan S. Lowenthal,CA47,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,141.32,376.589996
9/9/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,297.25,379.470001
9/8/21,2021,MSFT,Microsoft Corporation - 30 shares,purchase,1001,15000,8001,Pete Sessions,TX17,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,300.21,380.779999
9/8/21,2021,VMW,VMWare Inc,purchase,15001,50000,32501,Alan S. Lowenthal,CA47,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,300.21,380.779999
9/7/21,2021,ZM,Zoom Video Communications Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,299.96,382.109985
9/2/21,2021,CDNS,Cadence Design Systems Inc,purchase,15001,50000,32501,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,165.19,380.399994
9/2/21,2021,INTC,Intel Corporation,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,165.19,380.399994
9/2/21,2021,PRGS,Progress Software Corporation,purchase,15001,50000,32501,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,165.19,380.399994
9/2/21,2021,PRGS,Progress Software Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,165.19,380.399994
9/2/21,2021,ADBE,Adobe Inc,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,165.19,380.399994
9/2/21,2021,NXPI,NXP Semiconductors NV,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Semiconductors,Technology,Democrat,165.19,380.399994
9/1/21,2021,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,Kathy Manning,NC06,NC,FALSE,Semiconductors,Technology,Democrat,224.41,380.579987
8/31/21,2021,AMAT,Applied Materials Inc,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,135.13,379.950012
8/31/21,2021,MSFT,Microsoft Corporation,purchase,5000001,25000000,15000001,Suzan K. DelBene,WA01,WA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,135.13,379.950012
8/30/21,2021,MSFT,Microsoft Corporation,purchase,250001,500000,375001,Suzan K. DelBene,WA01,WA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,303.59,380.26001
8/25/21,2021,TXN,Texas Instruments Incorporated,purchase,250001,500000,375001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,188.09,374.799988
8/20/21,2021,ON,ON Semiconductor Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Semiconductors,Technology,Democrat,41.5,367.730011
8/20/21,2021,FOUR,Shift4 Payments Inc Class A,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,41.5,367.730011
8/19/21,2021,MSFT,Microsoft Corporation - 25 shares,purchase,1001,15000,8001,Pete Sessions,TX17,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,296.77,363.959991
8/18/21,2021,CDNS,Cadence Design Systems Inc,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,148.02,362.209991
8/16/21,2021,LZ,LegalZoom.com Inc,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Interactive Media,Technology,Democrat,34.05,368.980011
8/16/21,2021,MSFT,Microsoft Corporation - CALL Options. Strike $150 expiry 10/15/21,purchase,1000001,5000000,3000001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,34.05,368.980011
8/16/21,2021,MSFT,Microsoft Corporation Microsoft Corporation - CALL Options. Strike $145 expiry 10/15/21,purchase,500001,1000000,750001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,34.05,368.980011
8/16/21,2021,MSFT,Microsoft Corporation - CALL Options. Strike $150 expiry 11/19/21,purchase,500001,1000000,750001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,34.05,368.980011
8/16/21,2021,MSFT,Microsoft Corporation - CALL Options. Strike $160 expiry 09/17/21,purchase,500001,1000000,750001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,34.05,368.980011
8/16/21,2021,MSFT,Microsoft Corporation - CALL Options. Strike $150 expiry 9/17/21,purchase,1000001,5000000,3000001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,34.05,368.980011
8/13/21,2021,AAPL,Apple Inc,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,Computer Manufacturing,Technology,Democrat,149.1,368.820007
8/13/21,2021,COIN,Coinbase Global Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,EDP Services,Technology,Democrat,149.1,368.820007
8/13/21,2021,LZ,LegalZoom.com Inc,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Interactive Media,Technology,Democrat,149.1,368.820007
8/9/21,2021,ADBE,Adobe Inc,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,629.22,368.730011
8/9/21,2021,AMAT,Applied Materials Inc,purchase,15001,50000,32501,Zoe Lofgren,CA19,CA,FALSE,Semiconductors,Technology,Democrat,629.22,368.730011
8/9/21,2021,NTAP,NetApp Inc,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Electronic Components,Technology,Democrat,629.22,368.730011
8/9/21,2021,NXPI,NXP Semiconductors NV,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Semiconductors,Technology,Democrat,629.22,368.730011
8/9/21,2021,TXN,Texas Instruments Incorporated,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,629.22,368.730011
8/9/21,2021,MTCH,Match Group Inc,purchase,1001,15000,8001,Kathy Manning,NC06,NC,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,629.22,368.730011
8/6/21,2021,ATVI,Activision Blizzard Inc,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,82.43,368.049988
8/6/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,82.43,368.049988
8/5/21,2021,CDNS,Cadence Design Systems Inc,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,151.76,369.670013
8/4/21,2021,AMD,Advanced Micro Devices Inc,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,118.77,367.339996
8/2/21,2021,FB,Facebook Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,351.95,364.600006
8/2/21,2021,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,Pete Sessions,TX17,TX,FALSE,Semiconductors,Technology,Republican,351.95,364.600006
7/30/21,2021,GOOGL,Alphabet Inc Class A,purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,2694.53,364.570007
7/28/21,2021,TXN,Texas Instruments Inc,purchase,15001,50000,32501,Carol Devine Miller,WV03,WV,FALSE,Semiconductors,Technology,Republican,186.85,365.829987
7/27/21,2021,CSCO,Cisco Systems Inc,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Communications Equipment,Technology,Democrat,55.28,364.429993
7/27/21,2021,CSCO,Cisco Systems Inc,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Communications Equipment,Technology,Democrat,55.28,364.429993
7/27/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,55.28,364.429993
7/27/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,55.28,364.429993
7/27/21,2021,AAPL,Apple Inc,purchase,500001,1000000,750001,Kim Schrier,WA08,WA,FALSE,Computer Manufacturing,Technology,Democrat,55.28,364.429993
7/23/21,2021,COIN,Coinbase Global Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,EDP Services,Technology,Democrat,224.92,368.200012
7/23/21,2021,ORCL,Oracle Corporation,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,224.92,368.200012
7/23/21,2021,NVDA,"NVIDIA Corporation - purchased 5,000 shares",purchase,500001,1000000,750001,Nancy Pelosi,CA12,CA,FALSE,Semiconductors,Technology,Democrat,224.92,368.200012
7/23/21,2021,NVDA,NVIDIA Corporation - Purchased 50 Call options with strike of $100 for 9/16/2022,purchase,250001,500000,375001,Nancy Pelosi,CA12,CA,FALSE,Semiconductors,Technology,Democrat,224.92,368.200012
7/21/21,2021,ADBE,Adobe Inc,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,612.26,361.559998
7/21/21,2021,MSFT,Microsoft Corporation,purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,612.26,361.559998
7/21/21,2021,PTC,PTC Inc,purchase,15001,50000,32501,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,612.26,361.559998
7/21/21,2021,TXN,Texas Instruments Inc.,purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,612.26,361.559998
7/20/21,2021,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,David Cheston Rouzer,NC07,NC,FALSE,Semiconductors,Technology,Republican,186.12,358.790009
7/19/21,2021,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,751.19,354.670013
7/19/21,2021,AMD,Advanced Micro Devices Inc,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,751.19,354.670013
7/16/21,2021,CTSH,Cognizant Technology Solutions Corporation - Class A,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,68.24,357.600006
7/16/21,2021,NVDA,NVIDIA Corporation - PUT for 09/17/21 @ 580,purchase,1001,15000,8001,Blake Moore,UT01,UT,FALSE,Semiconductors,Technology,Republican,68.24,357.600006
7/6/21,2021,COIN,Coinbase Global Inc - Class A,purchase,1001,15000,8001,Marie Newman,IL03,IL,FALSE,EDP Services,Technology,Democrat,235.41,360.190002
7/6/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,235.41,360.190002
7/6/21,2021,NTAP,NetApp Inc Stock - IRA,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,235.41,360.190002
7/6/21,2021,NTAP,NetApp Inc Stock - IRA,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,235.41,360.190002
7/2/21,2021,COIN,Coinbase Global Inc - Class A,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,EDP Services,Technology,Democrat,240.72,358.640015
7/2/21,2021,CRM,Salesforce Inc,purchase,15001,50000,32501,Marie Newman,IL03,IL,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,240.72,358.640015
7/2/21,2021,MRIN,Marin Software Incorporated,purchase,1001,15000,8001,Ed Case,HI01,HI,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,240.72,358.640015
7/2/21,2021,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Suzan K. DelBene,WA01,WA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,240.72,358.640015
7/1/21,2021,ITW,Illinois Tool Works Inc,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,224.61,354.570007
7/1/21,2021,VUZI,Vuzix Corporation,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,224.61,354.570007
6/28/21,2021,COMM,CommScope Holding Company Inc,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,21.46,353.709991
6/25/21,2021,MSFT,Microsoft Inc,purchase,250001,500000,375001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,265.02,349.459991
6/25/21,2021,MSFT,Microsoft Inc,purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,265.02,349.459991
6/24/21,2021,CRWD,CrowdStrike Holdings Inc - Class A,purchase,100001,250000,175001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,253.7,349.890015
6/24/21,2021,GOOG,Alphabet Inc - Class C Capital Stock,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,253.7,349.890015
6/23/21,2021,GDDY,GoDaddy Inc Class A,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,85.48,347.73999
6/22/21,2021,MSFT,Microsoft Corporation,purchase,50001,100000,75001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,265.51,347.570007
6/22/21,2021,AMD,Advanced Micro Devices inc,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,265.51,347.570007
6/18/21,2021,MTCH,"Match Group, Inc.",purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,153.92,342.630005
6/18/21,2021,MTCH,Match Group Inc,purchase,1001,15000,8001,Kathy Manning,NC06,NC,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,153.92,342.630005
6/18/21,2021,GOOGL,Alphabet Inc - Class A,purchase,1000001,5000000,3000001,Nancy Pelosi,CA12,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,153.92,342.630005
6/18/21,2021,ZM,Zoom Video Communications Inc Class A,purchase,50001,100000,75001,Marie Newman,IL03,IL,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,153.92,342.630005
6/17/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,81.47,345.339996
6/17/21,2021,NTAP,NetApp Inc Stock - IRA,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,81.47,345.339996
6/17/21,2021,ASML,ASML Holding N.V. - New York Registry Shares,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Industrial Machinery/Components,Technology,Democrat,81.47,345.339996
6/16/21,2021,AMAT,Applied Materials Inc,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,136.98,341.01001
6/16/21,2021,TSM,Taiwan Semiconductor Manufacturing Company Ltd,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,136.98,341.01001
6/15/21,2021,CTSH,Cognizant Technology Solutions Corp,purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,EDP Services,Technology,Democrat,70.35,342.26001
6/14/21,2021,CTSH,CONGNIZANT TECHNNOLOGY SOLUTIONS,purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,EDP Services,Technology,Democrat,70.79,344.51001
6/11/21,2021,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Lloyd Doggett,TX35,TX,FALSE,Computer Manufacturing,Technology,Democrat,151.28,341.23999
6/10/21,2021,ADBE,Adobe Inc,purchase,1001,15000,8001,William R. Keating,MA09,MA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,535.52,340.350006
6/10/21,2021,LDOS,Leidos Holdings Inc,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,535.52,340.350006
6/10/21,2021,MSFT,Microsoft Inc,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,535.52,340.350006
6/9/21,2021,GOOG,Alphabet Inc - Class C Capital Stock,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,2491.4,336.839996
6/4/21,2021,FSLR,First Solar Inc,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Semiconductors,Technology,Democrat,75.84,335.600006
6/4/21,2021,FSLR,First Solar Inc,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Semiconductors,Technology,Democrat,75.84,335.600006
6/3/21,2021,SQ,Square Inc Class A,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Computer Software: Prepackaged Software,Technology,Republican,211.43,330
6/3/21,2021,NVDA,NVIDIA Corporation,purchase,1000001,5000000,3000001,Nancy Pelosi,CA12,CA,FALSE,Semiconductors,Technology,Democrat,211.43,330
6/1/21,2021,FEYE,Fireeye Inc.,purchase,1001,15000,8001,Ro Khanna,CA17,CA,FALSE,Computer peripheral equipment,Technology,Democrat,22.33,332.820007
5/28/21,2021,NTAP,NetApp Inc Stock,purchase,1001,15000,8001,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,77.37,333.929993
5/28/21,2021,NTAP,NetApp Inc Stock,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,77.37,333.929993
5/28/21,2021,NTAP,NetApp Inc Stock - IRA,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,77.37,333.929993
5/28/21,2021,NTAP,NetApp Inc Stock - IRA,purchase,15001,50000,32501,Doug Lamborn,CO05,CO,FALSE,Electronic Components,Technology,Republican,77.37,333.929993
5/26/21,2021,PRGS,Progress Software Corporation,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,44.61,334.130005
5/26/21,2021,PTC,PTC Inc.,purchase,50001,100000,75001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,44.61,334.130005
5/26/21,2021,MSFT,Microsoft Corporation,purchase,250001,500000,375001,Patrick Fallon,TX04,TX,FALSE,Computer Software: Prepackaged Software,Technology,Republican,44.61,334.130005
5/25/21,2021,STM,STMicroelectronics NV,purchase,1001,15000,8001,Bob Gibbs,OH07,OH,FALSE,Semiconductors,Technology,Republican,37.03,332.970001
5/25/21,2021,STM,STMicroelectronics NV,purchase,1001,15000,8001,Bob Gibbs,OH07,OH,FALSE,Semiconductors,Technology,Republican,37.03,332.970001
5/21/21,2021,AAPL,Apple Inc,purchase,100001,250000,175001,Nancy Pelosi,CA12,CA,FALSE,Computer Manufacturing,Technology,Democrat,125.43,327.01001
5/20/21,2021,ADBE,Adobe Inc.,purchase,250001,500000,375001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,491.67,328.829987
5/20/21,2021,CDNS,"Cadence Design Systems, Inc.",purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,491.67,328.829987
5/20/21,2021,VUZI,Vuzix Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,491.67,328.829987
5/20/21,2021,VUZI,Vuzix Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,491.67,328.829987
5/20/21,2021,VUZI,Vuzix Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,491.67,328.829987
5/20/21,2021,VUZI,Vuzix Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Industrial Machinery/Components,Technology,Republican,491.67,328.829987
5/19/21,2021,AMD,Advanced Micro Devices Inc,purchase,1001,15000,8001,Marjorie Taylor Greene,GA14,GA,FALSE,Semiconductors,Technology,Republican,76.23,322.589996
